📺央视频道,#genre#
广东卫视,http://106.116.0.78/rtp/239.254.200.56:8048$河北电信组播源-cache:106.116.0.78
广东卫视,http://111.224.185.146/rtp/239.254.200.56:8048$河北电信组播源-cache:111.224.185.146
广东卫视,http://101.17.122.84/rtp/239.253.92.206:8108$河北联通组播源-cache:101.17.122.84
广东卫视,http://121.29.215.87/rtp/239.253.92.206:8108$河北联通组播源-cache:121.29.215.87
广东卫视,http://121.29.215.119/rtp/239.253.92.206:8108$河北联通组播源-cache:121.29.215.119
广东卫视,http://101.75.215.34/rtp/239.253.92.206:8108$河北联通组播源-cache:101.75.215.34
广东卫视,http://121.25.251.89/rtp/239.253.92.206:8108$河北联通组播源-cache:121.25.251.89
广东卫视,http://120.0.27.232/rtp/239.253.92.206:8108$河北联通组播源-cache:120.0.27.232
广东卫视,http://121.25.251.102/rtp/239.253.92.206:8108$河北联通组播源-cache:121.25.251.102
广东卫视,http://121.29.169.47/rtp/239.253.92.206:8108$河北联通组播源-cache:121.29.169.47
广东卫视,http://121.29.215.106/rtp/239.253.92.206:8108$河北联通组播源-cache:121.29.215.106
广东卫视,http://60.4.7.231/rtp/239.253.92.206:8108$河北联通组播源-cache:60.4.7.231
广东卫视,http://101.16.249.53/rtp/239.253.92.206:8108$河北联通组播源-cache:101.16.249.53
广东卫视,http://121.19.134.222/rtp/239.253.92.206:8108$河北联通组播源-cache:121.19.134.222
广东卫视,http://120.6.7.103/rtp/239.253.92.206:8108$河北联通组播源-cache:120.6.7.103
广东卫视,http://60.7.56.33/rtp/239.253.92.206:8108$河北联通组播源-cache:60.7.56.33
广东卫视,http://121.29.215.21/rtp/239.253.92.206:8108$河北联通组播源-cache:121.29.215.21
广东卫视,http://101.18.29.28/rtp/239.253.92.206:8108$河北联通组播源-cache:101.18.29.28
广东卫视,http://42.233.245.118/rtp/225.1.4.30:1059$河南联通组播源-cache:42.233.245.118
广东卫视,http://182.122.75.60/rtp/225.1.4.30:1059$河南联通组播源-cache:182.122.75.60
广东卫视,http://115.60.241.249/rtp/225.1.4.30:1059$河南联通组播源-cache:115.60.241.249
广东卫视,http://182.118.101.226/rtp/225.1.4.30:1059$河南联通组播源-cache:182.118.101.226
广东卫视,http://125.42.172.115/rtp/225.1.4.30:1059$河南联通组播源-cache:125.42.172.115
广东卫视,http://125.46.132.215/rtp/225.1.4.30:1059$河南联通组播源-cache:125.46.132.215
广东卫视,http://61.136.67.238/rtp/225.1.4.30:1059$河南联通组播源-cache:61.136.67.238
广东卫视,http://115.58.216.139/rtp/225.1.4.30:1059$河南联通组播源-cache:115.58.216.139
广东卫视,http://61.163.181.78/rtp/225.1.4.30:1059$河南联通组播源-cache:61.163.181.78
广东卫视,http://115.224.67.229/rtp/233.50.201.56:5140$浙江电信组播源-cache:115.224.67.229
广东卫视,http://115.196.163.106/rtp/233.50.201.56:5140$浙江电信组播源-cache:115.196.163.106
广东卫视,http://60.176.236.171/rtp/233.50.201.56:5140$浙江电信组播源-cache:60.176.236.171
广东卫视,http://183.141.13.22/rtp/233.50.201.56:5140$浙江电信组播源-cache:183.141.13.22
广东卫视,http://115.197.231.101/rtp/233.50.201.56:5140$浙江电信组播源-cache:115.197.231.101
广东卫视,http://183.141.216.122/rtp/233.50.201.56:5140$浙江电信组播源-cache:183.141.216.122
广东卫视,http://115.221.91.115/rtp/233.50.201.56:5140$浙江电信组播源-cache:115.221.91.115
广东卫视,http://183.141.164.252/rtp/233.50.201.56:5140$浙江电信组播源-cache:183.141.164.252
广东卫视,http://60.184.112.177/rtp/233.50.201.56:5140$浙江电信组播源-cache:60.184.112.177
广东卫视,http://115.221.93.223/rtp/233.50.201.56:5140$浙江电信组播源-cache:115.221.93.223
广东卫视,http://47.99.164.242/rtp/233.50.201.56:5140$浙江电信组播源-cache:47.99.164.242
广东卫视,http://220.184.217.141/rtp/233.50.201.56:5140$浙江电信组播源-cache:220.184.217.141
广东卫视,http://220.187.130.208/rtp/233.50.201.56:5140$浙江电信组播源-cache:220.187.130.208
广东卫视,http://122.227.173.42/rtp/233.50.201.56:5140$浙江电信组播源-cache:122.227.173.42
广东卫视,http://122.244.230.102/rtp/233.50.201.56:5140$浙江电信组播源-cache:122.244.230.102
广东卫视,http://115.229.68.194/rtp/233.50.201.56:5140$浙江电信组播源-cache:115.229.68.194
广东卫视,http://115.195.62.110/rtp/233.50.201.56:5140$浙江电信组播源-cache:115.195.62.110
广东卫视,http://115.204.146.4/rtp/233.50.201.56:5140$浙江电信组播源-cache:115.204.146.4
广东卫视,http://101.64.2.176/rtp/233.50.201.102:5140$浙江联通组播源-cache:101.64.2.176
广东卫视,http://123.155.137.43/rtp/233.50.201.102:5140$浙江联通组播源-cache:123.155.137.43
广东卫视,http://27.16.177.109/rtp/239.254.96.140:8914$湖北电信组播源-cache:27.16.177.109
广东卫视,http://119.98.39.103/rtp/239.254.96.140:8914$湖北电信组播源-cache:119.98.39.103
广东卫视,http://111.172.58.94/rtp/239.254.96.140:8914$湖北电信组播源-cache:111.172.58.94
广东卫视,http://119.98.124.186/rtp/239.254.96.140:8914$湖北电信组播源-cache:119.98.124.186
广东卫视,http://59.173.55.175/rtp/239.254.96.140:8914$湖北电信组播源-cache:59.173.55.175
广东卫视,http://111.175.167.240/rtp/239.254.96.140:8914$湖北电信组播源-cache:111.175.167.240
广东卫视,http://119.96.108.140/rtp/239.254.96.140:8914$湖北电信组播源-cache:119.96.108.140
广东卫视,http://219.140.108.67/rtp/239.254.96.140:8914$湖北电信组播源-cache:219.140.108.67
广东卫视,http://119.98.133.175/rtp/239.254.96.140:8914$湖北电信组播源-cache:119.98.133.175
广东卫视,http://27.17.233.202/rtp/239.254.96.140:8914$湖北电信组播源-cache:27.17.233.202
广东卫视,http://59.174.224.191/rtp/239.254.96.140:8914$湖北电信组播源-cache:59.174.224.191
广东卫视,http://111.172.12.162/rtp/239.254.96.140:8914$湖北电信组播源-cache:111.172.12.162
广东卫视,http://119.98.161.79/rtp/239.254.96.140:8914$湖北电信组播源-cache:119.98.161.79
广东卫视,http://219.140.224.96/rtp/239.254.96.140:8914$湖北电信组播源-cache:219.140.224.96
广东卫视,http://58.19.38.162/rtp/228.0.0.66:6108$湖北联通组播源-cache:58.19.38.162
广东卫视,http://183.94.1.118/rtp/228.0.0.66:6108$湖北联通组播源-cache:183.94.1.118
广东卫视,http://119.36.148.115/rtp/228.0.0.66:6108$湖北联通组播源-cache:119.36.148.115
广东卫视,http://113.57.20.158/rtp/228.0.0.66:6108$湖北联通组播源-cache:113.57.20.158
广东卫视,http://113.57.93.165/rtp/228.0.0.66:6108$湖北联通组播源-cache:113.57.93.165
广东卫视,http://113.57.111.4/rtp/228.0.0.66:6108$湖北联通组播源-cache:113.57.111.4
广东卫视,http://223.145.224.76/rtp/239.76.252.189:9000$湖南电信组播源-cache:223.145.224.76
广东卫视,http://223.144.96.56/rtp/239.76.252.189:9000$湖南电信组播源-cache:223.144.96.56
广东卫视,http://58.45.109.253/rtp/239.76.252.189:9000$湖南电信组播源-cache:58.45.109.253
广东卫视,http://118.251.62.158/rtp/239.76.252.189:9000$湖南电信组播源-cache:118.251.62.158
广东卫视,http://113.218.178.118/rtp/239.76.252.189:9000$湖南电信组播源-cache:113.218.178.118
广东卫视,http://118.249.4.215/rtp/239.76.252.189:9000$湖南电信组播源-cache:118.249.4.215
广东卫视,http://113.218.229.47/rtp/239.76.252.189:9000$湖南电信组播源-cache:113.218.229.47
广东卫视,http://218.77.81.186/rtp/239.76.252.189:9000$湖南电信组播源-cache:218.77.81.186
广东卫视,http://175.0.254.151/rtp/239.76.252.189:9000$湖南电信组播源-cache:175.0.254.151
广东卫视,http://222.243.221.54/rtp/239.76.252.189:9000$湖南电信组播源-cache:222.243.221.54
广东卫视,http://223.145.224.77/rtp/239.76.252.189:9000$湖南电信组播源-cache:223.145.224.77
广东卫视,http://220.170.241.204/rtp/239.76.252.189:9000$湖南电信组播源-cache:220.170.241.204
广东卫视,http://42.92.195.166/rtp/239.255.30.134:8231$甘肃电信组播源-cache:42.92.195.166
广东卫视,http://218.5.173.181/rtp/239.61.2.33:8192$福建电信组播源-cache:218.5.173.181
广东卫视,http://110.80.17.38/rtp/239.61.2.33:8192$福建电信组播源-cache:110.80.17.38
广东卫视,http://120.37.63.136/rtp/239.61.2.33:8192$福建电信组播源-cache:120.37.63.136
广东卫视,http://218.5.28.60/rtp/239.61.2.33:8192$福建电信组播源-cache:218.5.28.60
广东卫视,http://220.160.18.32/rtp/239.61.2.33:8192$福建电信组播源-cache:220.160.18.32
广东卫视,http://120.36.84.4/rtp/239.61.2.33:8192$福建电信组播源-cache:120.36.84.4
广东卫视,http://117.27.190.42/rtp/239.61.2.33:8192$福建电信组播源-cache:117.27.190.42
广东卫视,http://60.16.247.143/rtp/232.0.0.130:1234$辽宁联通组播源-cache:60.16.247.143
广东卫视,http://60.16.107.46/rtp/232.0.0.130:1234$辽宁联通组播源-cache:60.16.107.46
广东卫视,http://175.169.81.198/rtp/232.0.0.130:1234$辽宁联通组播源-cache:175.169.81.198
广东卫视,http://42.180.204.17/rtp/232.0.0.130:1234$辽宁联通组播源-cache:42.180.204.17
广东卫视,http://119.115.197.190/rtp/232.0.0.130:1234$辽宁联通组播源-cache:119.115.197.190
广东卫视,http://113.227.9.244/rtp/232.0.0.130:1234$辽宁联通组播源-cache:113.227.9.244
广东卫视,http://123.189.128.116/rtp/232.0.0.130:1234$辽宁联通组播源-cache:123.189.128.116
广东卫视,http://60.16.18.243/rtp/232.0.0.130:1234$辽宁联通组播源-cache:60.16.18.243
广东卫视,http://175.171.30.26/rtp/232.0.0.130:1234$辽宁联通组播源-cache:175.171.30.26
广东卫视,http://60.22.88.3/rtp/232.0.0.130:1234$辽宁联通组播源-cache:60.22.88.3
广东卫视,http://218.24.193.146/rtp/232.0.0.130:1234$辽宁联通组播源-cache:218.24.193.146
广东卫视,http://27.10.208.150/rtp/225.0.4.84:7980$重庆联通组播源-cache:27.10.208.150
广东卫视,http://211.158.152.186/rtp/225.0.4.84:7980$重庆联通组播源-cache:211.158.152.186
广东卫视,http://27.10.212.225/rtp/225.0.4.84:7980$重庆联通组播源-cache:27.10.212.225
广东卫视,http://211.158.154.144/rtp/225.0.4.84:7980$重庆联通组播源-cache:211.158.154.144
广东卫视,http://211.158.155.15/rtp/225.0.4.84:7980$重庆联通组播源-cache:211.158.155.15
广东卫视,http://113.205.226.94/rtp/225.0.4.84:7980$重庆联通组播源-cache:113.205.226.94
广东卫视,http://211.158.154.252/rtp/225.0.4.84:7980$重庆联通组播源-cache:211.158.154.252
广东卫视,http://27.10.214.24/rtp/225.0.4.84:7980$重庆联通组播源-cache:27.10.214.24
广东卫视,http://27.9.124.231/rtp/225.0.4.84:7980$重庆联通组播源-cache:27.9.124.231
广东卫视,http://27.10.210.88/rtp/225.0.4.84:7980$重庆联通组播源-cache:27.10.210.88
广东卫视,http://123.144.183.184/rtp/225.0.4.84:7980$重庆联通组播源-cache:123.144.183.184
广东卫视,http://117.32.84.216/rtp/239.112.205.66:5140$陕西电信组播源-cache:117.32.84.216
广东卫视,http://36.46.99.146/rtp/239.112.205.66:5140$陕西电信组播源-cache:36.46.99.146
广东卫视,http://222.90.31.200/rtp/239.112.205.66:5140$陕西电信组播源-cache:222.90.31.200
广东卫视,http://36.47.83.64/rtp/239.112.205.66:5140$陕西电信组播源-cache:36.47.83.64
广东卫视,http://219.145.20.41/rtp/239.112.205.66:5140$陕西电信组播源-cache:219.145.20.41
广东卫视,http://202.100.46.58/rtp/239.112.205.66:5140$陕西电信组播源-cache:202.100.46.58
广东卫视,http://117.32.84.215/rtp/239.112.205.66:5140$陕西电信组播源-cache:117.32.84.215
广东卫视,http://113.140.86.162/rtp/239.112.205.66:5140$陕西电信组播源-cache:113.140.86.162
广东卫视,http://124.116.170.138/rtp/239.112.205.66:5140$陕西电信组播源-cache:124.116.170.138
广东卫视,http://124.116.183.146/rtp/239.112.205.66:5140$陕西电信组播源-cache:124.116.183.146
广东卫视,http://220.201.218.83/rtp/229.58.190.53:5000$黑龙江联通组播源-cache:220.201.218.83
广东卫视,http://1.62.3.47/rtp/229.58.190.53:5000$黑龙江联通组播源-cache:1.62.3.47
广东卫视,http://218.8.87.96/rtp/229.58.190.53:5000$黑龙江联通组播源-cache:218.8.87.96
广东卫视,http://220.201.218.83/rtp/229.58.190.139:5000$黑龙江联通组播源-cache:220.201.218.83
广东卫视,http://1.62.3.47/rtp/229.58.190.139:5000$黑龙江联通组播源-cache:1.62.3.47
广东卫视,http://218.8.87.96/rtp/229.58.190.139:5000$黑龙江联通组播源-cache:218.8.87.96
广东卫视,http://172.16.254.254$浙江酒店源-cache:http://47.99.164.242/ZHGXTV/Public/json/live_interface.txt
广东卫视,http://10.8.8.200$山东酒店源-cache:http://47.104.102.192/ZHGXTV/Public/json/live_interface.txt
广东卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227391/index.m3u8
广东卫视,http://171.118.171.71/rtp/226.0.2.146:9080$山西联通组播源-cache:171.118.171.71
广东卫视,http://171.120.201.244/rtp/226.0.2.146:9080$山西联通组播源-cache:171.120.201.244
广东卫视,http://183.191.149.251/rtp/226.0.2.146:9080$山西联通组播源-cache:183.191.149.251
广东卫视,http://171.116.221.207/rtp/226.0.2.146:9080$山西联通组播源-cache:171.116.221.207
广东卫视,http://183.185.64.87/rtp/226.0.2.146:9080$山西联通组播源-cache:183.185.64.87
广东卫视,http://118.79.112.54/rtp/226.0.2.146:9080$山西联通组播源-cache:118.79.112.54
广东卫视,http://171.117.73.77/rtp/226.0.2.146:9080$山西联通组播源-cache:171.117.73.77
广东卫视,http://171.116.223.133/rtp/226.0.2.146:9080$山西联通组播源-cache:171.116.223.133
广东卫视,http://183.184.205.163/rtp/226.0.2.146:9080$山西联通组播源-cache:183.184.205.163
广东卫视,http://221.205.134.86/rtp/226.0.2.146:9080$山西联通组播源-cache:221.205.134.86
广东卫视,http://183.185.41.247/rtp/226.0.2.146:9080$山西联通组播源-cache:183.185.41.247
广东卫视,http://118.79.19.167/rtp/226.0.2.146:9080$山西联通组播源-cache:118.79.19.167
广东卫视,http://118.81.165.118/rtp/226.0.2.146:9080$山西联通组播源-cache:118.81.165.118
广东卫视,http://171.117.244.209/rtp/226.0.2.146:9080$山西联通组播源-cache:171.117.244.209
广东卫视,http://113.118.163.105/rtp/239.77.0.84:5146$广东电信组播源-cache:113.118.163.105
广东卫视,http://113.65.7.94/rtp/239.77.0.84:5146$广东电信组播源-cache:113.65.7.94
广东卫视,http://116.21.125.5/rtp/239.77.0.84:5146$广东电信组播源-cache:116.21.125.5
广东卫视,http://119.129.203.241/rtp/239.77.0.84:5146$广东电信组播源-cache:119.129.203.241
广东卫视,http://113.65.5.82/rtp/239.77.0.84:5146$广东电信组播源-cache:113.65.5.82
广东卫视,http://113.64.147.254/rtp/239.77.0.84:5146$广东电信组播源-cache:113.64.147.254
广东卫视,http://113.116.19.137/rtp/239.77.0.84:5146$广东电信组播源-cache:113.116.19.137
广东卫视,http://113.94.58.16/rtp/239.77.0.84:5146$广东电信组播源-cache:113.94.58.16
广东卫视,http://113.86.205.59/rtp/239.77.0.84:5146$广东电信组播源-cache:113.86.205.59
广东卫视,http://183.24.219.236/rtp/239.77.0.84:5146$广东电信组播源-cache:183.24.219.236
广东卫视,http://58.62.234.69/rtp/239.77.0.84:5146$广东电信组播源-cache:58.62.234.69
广东卫视,http://119.125.104.167/rtp/239.77.0.84:5146$广东电信组播源-cache:119.125.104.167
广东卫视,http://14.117.233.248/rtp/239.77.0.84:5146$广东电信组播源-cache:14.117.233.248
广东卫视,http://183.239.248.42/rtp/239.10.0.111:1025$广东移动组播源-cache:183.239.248.42
广东卫视,http://183.238.186.115/rtp/239.10.0.111:1025$广东移动组播源-cache:183.238.186.115
广东卫视,http://42.233.245.118/rtp/225.1.4.166:1207$河南联通组播源-cache:42.233.245.118
广东卫视,http://182.122.75.60/rtp/225.1.4.166:1207$河南联通组播源-cache:182.122.75.60
广东卫视,http://115.60.241.249/rtp/225.1.4.166:1207$河南联通组播源-cache:115.60.241.249
广东卫视,http://182.118.101.226/rtp/225.1.4.166:1207$河南联通组播源-cache:182.118.101.226
广东卫视,http://125.42.172.115/rtp/225.1.4.166:1207$河南联通组播源-cache:125.42.172.115
广东卫视,http://125.46.132.215/rtp/225.1.4.166:1207$河南联通组播源-cache:125.46.132.215
广东卫视,http://61.136.67.238/rtp/225.1.4.166:1207$河南联通组播源-cache:61.136.67.238
广东卫视,http://115.58.216.139/rtp/225.1.4.166:1207$河南联通组播源-cache:115.58.216.139
广东卫视,http://61.163.181.78/rtp/225.1.4.166:1207$河南联通组播源-cache:61.163.181.78
广东卫视,http://115.224.67.229/rtp/233.50.200.187:5140$浙江电信组播源-cache:115.224.67.229
广东卫视,http://115.196.163.106/rtp/233.50.200.187:5140$浙江电信组播源-cache:115.196.163.106
广东卫视,http://60.176.236.171/rtp/233.50.200.187:5140$浙江电信组播源-cache:60.176.236.171
广东卫视,http://183.141.13.22/rtp/233.50.200.187:5140$浙江电信组播源-cache:183.141.13.22
广东卫视,http://115.197.231.101/rtp/233.50.200.187:5140$浙江电信组播源-cache:115.197.231.101
广东卫视,http://183.141.216.122/rtp/233.50.200.187:5140$浙江电信组播源-cache:183.141.216.122
广东卫视,http://115.221.91.115/rtp/233.50.200.187:5140$浙江电信组播源-cache:115.221.91.115
广东卫视,http://183.141.164.252/rtp/233.50.200.187:5140$浙江电信组播源-cache:183.141.164.252
广东卫视,http://60.184.112.177/rtp/233.50.200.187:5140$浙江电信组播源-cache:60.184.112.177
广东卫视,http://115.221.93.223/rtp/233.50.200.187:5140$浙江电信组播源-cache:115.221.93.223
广东卫视,http://47.99.164.242/rtp/233.50.200.187:5140$浙江电信组播源-cache:47.99.164.242
广东卫视,http://220.184.217.141/rtp/233.50.200.187:5140$浙江电信组播源-cache:220.184.217.141
广东卫视,http://220.187.130.208/rtp/233.50.200.187:5140$浙江电信组播源-cache:220.187.130.208
